VARIABLES= "Y","Cl"
1000.0000 1.0857
3000.0000 1.0857
5000.0000 1.0857
7000.0000 1.0857
9000.0000 1.0857
11000.0000 1.0857
13000.0000 1.0857
15000.0000 1.0857
17000.0000 1.0857
19000.0000 1.0857
21000.0000 1.0857
23000.0000 1.0857
25000.0000 1.0857
27000.0000 1.0857
29000.0000 1.0857
31000.0000 1.0857
33000.0000 1.0857
35000.0000 1.0857
37000.0000 1.0857
39000.0000 1.0857
41000.0000 1.0857
43000.0000 1.0857
45000.0000 1.0857
47000.0000 1.0857
49000.0000 1.0857
51000.0000 1.0857
53000.0000 1.0857
55000.0000 1.0857
57000.0000 1.0857
59000.0000 1.0857
61000.0000 1.0857
63000.0000 1.0857
65000.0000 1.0857
67000.0000 1.0857
69000.0000 1.0857
71000.0000 1.0857
73000.0000 1.0857
75000.0000 1.0857
77000.0000 1.0857
79000.0000 1.0857
81000.0000 1.0857
83000.0000 1.0857
85000.0000 1.0857
87000.0000 1.0857
89000.0000 1.0857
91000.0000 1.0857
93000.0000 1.0857
95000.0000 1.0857
97000.0000 1.0857
99000.0000 1.0857
