VARIABLES= "Y","Cl"
0.3141 0.0000
0.9420 0.0000
1.5690 0.0000
2.1944 0.0000
2.8177 0.0000
3.4382 0.0000
4.0552 0.0000
4.6683 0.0000
5.2768 0.0000
5.8801 0.0000
6.4775 0.0000
7.0686 0.0000
7.6527 0.0000
8.2293 0.0000
8.7977 0.0000
9.3574 0.0000
9.9080 0.0000
10.4487 0.0000
10.9791 0.0000
11.4987 0.0000
12.0069 0.0000
12.5033 0.0000
12.9874 0.0000
13.4586 0.0000
13.9165 0.0000
14.3608 0.0000
14.7908 0.0000
15.2062 0.0000
15.6067 0.0000
15.9917 0.0000
16.3610 0.0000
16.7141 0.0000
17.0507 0.0000
17.3705 0.0000
17.6731 0.0000
17.9583 0.0000
18.2258 0.0000
18.4753 0.0000
18.7066 0.0000
18.9194 0.0000
19.1135 0.0000
19.2888 0.0000
19.4450 0.0000
19.5820 0.0000
19.6998 0.0000
19.7980 0.0000
19.8768 0.0000
19.9359 0.0000
19.9753 0.0000
19.9951 0.0000
