"taper_ratio"	"alphaRange"	"sweep"	"AR"	"2y/b"	"cl/CL"
1	10	7.28	6	0.49000000000000027	1.1017386377772762
1	10	7.28	6	0.5100000000000003	1.0945341943036797
1	10	7.28	6	0.5300000000000004	1.0866586010420607
1	10	7.28	6	0.5500000000000004	1.0780591503869652
1	10	7.28	6	0.5700000000000004	1.068676129772716
1	10	7.28	6	0.5900000000000004	1.0584417642396011
1	10	7.28	6	0.6100000000000004	1.0472789487521486
1	10	7.28	6	0.6300000000000004	1.0350997170325493
1	10	7.28	6	0.6500000000000005	1.0218033764778467
1	10	7.28	6	0.6700000000000005	1.0072742142801059
1	10	7.28	6	0.6900000000000004	0.9913786443981804
1	10	7.28	6	0.7100000000000005	0.9739616124211067
1	10	7.28	6	0.7300000000000004	0.9548419954399592
1	10	7.28	6	0.7500000000000006	0.9338066094147038
1	10	7.28	6	0.7700000000000005	0.9106022365432049
1	10	7.28	6	0.7900000000000006	0.8849247539082241
1	10	7.28	6	0.8100000000000005	0.8564038759831664
1	10	7.28	6	0.8300000000000006	0.8245810057623625
1	10	7.28	6	0.8500000000000005	0.7888757759935482
1	10	7.28	6	0.8700000000000007	0.7485330457699719
1	10	7.28	6	0.8900000000000006	0.7025339286607409
1	10	7.28	6	0.9100000000000007	0.6494351556753313
1	10	7.28	6	0.9300000000000006	0.5870499155325769
1	10	7.28	6	0.9500000000000007	0.5117232677227834
1	10	7.28	6	0.9700000000000006	0.4163180292319796
1	10	7.28	6	0.9900000000000008	0.2822210189995952
