"taper_ratio"	"alphaRange"	"sweep"	"AR"	"2y/b"	"cl/CL"
0	10	0	7.28	0.16999999999999996	0.8459991914371732
0	10	0	7.28	0.18999999999999997	0.8543101253952119
0	10	0	7.28	0.20999999999999996	0.862360263108399
0	10	0	7.28	0.22999999999999995	0.8701761819685835
0	10	0	7.28	0.24999999999999994	0.877781353892237
0	10	0	7.28	0.26999999999999996	0.8851968333633241
0	10	0	7.28	0.29	0.892441763999351
0	10	0	7.28	0.30999999999999994	0.8995337654295343
0	10	0	7.28	0.32999999999999996	0.906489239483295
0	10	0	7.28	0.3499999999999999	0.9133236211161639
0	10	0	7.28	0.36999999999999994	0.9200515912540341
0	10	0	7.28	0.3899999999999999	0.9266872636628756
0	10	0	7.28	0.4099999999999999	0.9332443548234376
0	10	0	7.28	0.4299999999999999	0.9397363438977913
0	10	0	7.28	0.4499999999999999	0.9461766288037973
0	10	0	7.28	0.46999999999999986	0.9525786839303357
0	10	0	7.28	0.4899999999999999	0.9589562250097772
0	10	0	7.28	0.5099999999999999	0.9653233870722153
0	10	0	7.28	0.5299999999999999	0.9716949222584426
0	10	0	7.28	0.5499999999999999	0.9780864256460042
0	10	0	7.28	0.57	0.9845145992961871
0	10	0	7.28	0.5899999999999999	0.9909975677070033
0	10	0	7.28	0.6099999999999999	0.997555262147578
0	10	0	7.28	0.6299999999999999	1.0042098975636216
0	10	0	7.28	0.6499999999999999	1.010986574849518
0	10	0	7.28	0.6699999999999999	1.0179140548402812
0	10	0	7.28	0.6899999999999998	1.0250257709575625
0	10	0	7.28	0.7099999999999999	1.0323611793945358
0	10	0	7.28	0.7299999999999999	1.039967596604875
0	10	0	7.28	0.7499999999999999	1.047902757251625
0	10	0	7.28	0.7699999999999998	1.056238466973044
0	10	0	7.28	0.7899999999999998	1.065065972472327
0	10	0	7.28	0.8099999999999998	1.0745041266658528
0	10	0	7.28	0.8299999999999998	1.0847123047679197
0	10	0	7.28	0.8499999999999998	1.0959118257309601
0	10	0	7.28	0.8699999999999998	1.1084235962433586
0	10	0	7.28	0.8899999999999998	1.122739262891623
0	10	0	7.28	0.9099999999999998	1.1396691739527367
0	10	0	7.28	0.9299999999999998	1.160693569072063
0	10	0	7.28	0.9499999999999997	1.1889797266906375
0	10	0	7.28	0.9699999999999998	1.2335560084805586
0	10	0	7.28	0.9899999999999998	1.3515989947994762
